id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,decision_clasificacion,decision_refinada,prioridad_refinada,regla_refinamiento,motivo_refinamiento,per_ocu,direccion_completa_denue,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,ageb,manzana,telefono,correoelec,www,tipounieco,fecha_alta,universo_revision,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,nombre_encontrado,giro_observado,evidencia_proceso_humedo,evidencia_mezclilla,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision
8118934,21074315229002071000000000U4,DESHEBRADO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE NINGUNO 1, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,1,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,009,2271124857,,,Fijo,2019-11,universo_productivo_amplio_314,19.21184171,-98.38357506,https://www.google.com/maps/search/?api=1&query=CALLE+NINGUNO+1+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21184171%2C-98.38357506,https://www.openstreetmap.org/?mlat=19.2118417&mlon=-98.3835751#map=19/19.2118417/-98.3835751,PENDIENTE,,,,,,,,,,,
8118994,21074315229002083001000000U9,TALLER DE MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"PRIVADA MAGNOLIA 6, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,MAGNOLIA,CALLE,INDUSTRIA,CALLE,16 DE SEPTIEMBRE,CALLE,ZARAGOZA,6,,,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,014,,,,Fijo,2019-11,universo_productivo_amplio_314,19.21141678,-98.37998508,https://www.google.com/maps/search/?api=1&query=PRIVADA+MAGNOLIA+6+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21141678%2C-98.37998508,https://www.openstreetmap.org/?mlat=19.2114168&mlon=-98.3799851#map=19/19.2114168/-98.3799851,PENDIENTE,,,,,,,,,,,
8119047,21074315229002092000000000U0,TERMINADO DE PANTALONES,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE MUCIO MARTINEZ 13, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,MUCIO MARTINEZ,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,DOMINGO ARENAS,13,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,008,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20953621,-98.38497668,https://www.google.com/maps/search/?api=1&query=CALLE+MUCIO+MARTINEZ+13+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20953621%2C-98.38497668,https://www.openstreetmap.org/?mlat=19.2095362&mlon=-98.3849767#map=19/19.2095362/-98.3849767,PENDIENTE,,,,,,,,,,,
8271528,21074315229001641000000000U5,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE XICOHTENCATL 18, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,XICOHTENCATL,CALLE,REAL DE PUEBLA,CALLE,PALMA,CALLE,PORFIRIO DIAZ,18,,,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,011,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20887583,-98.38169434,https://www.google.com/maps/search/?api=1&query=CALLE+XICOHTENCATL+18+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20887583%2C-98.38169434,https://www.openstreetmap.org/?mlat=19.2088758&mlon=-98.3816943#map=19/19.2088758/-98.3816943,PENDIENTE,,,,,,,,,,,
8559472,21074315229001513101000000U6,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE NARCISO MENDOZA SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,REAL DE PUEBLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,025,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20588071,-98.375061,https://www.google.com/maps/search/?api=1&query=CALLE+NARCISO+MENDOZA+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20588071%2C-98.375061,https://www.openstreetmap.org/?mlat=19.2058807&mlon=-98.3750610#map=19/19.2058807/-98.3750610,PENDIENTE,,,,,,,,,,,
8559575,21074315229001522001000000U7,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE LOS REYES 10, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,LOS REYES,CALLE,NINGUNO,PRIVADA,PRIVADA DE LA GLORIA,PRIVADA,GLORIA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,052,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20874706,-98.37678859,https://www.google.com/maps/search/?api=1&query=CALLE+LOS+REYES+10+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20874706%2C-98.37678859,https://www.openstreetmap.org/?mlat=19.2087471&mlon=-98.3767886#map=19/19.2087471/-98.3767886,PENDIENTE,,,,,,,,,,,
8559579,21074315229001531000000000U8,PRECILLADORA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PRIVADA MUCIO MARTINEZ 4, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,MUCIO MARTINEZ,CALLE,PORFIRIO DIAZ,CALLEJON,LOS PAJARITOS,CALLE,MUCIO MARTINEZ,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,010,2271526385,,,Semifijo,2019-11,universo_productivo_amplio_314,19.2084989,-98.38292272,https://www.google.com/maps/search/?api=1&query=PRIVADA+MUCIO+MARTINEZ+4+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2084989%2C-98.38292272,https://www.openstreetmap.org/?mlat=19.2084989&mlon=-98.3829227#map=19/19.2084989/-98.3829227,PENDIENTE,,,,,,,,,,,
8559589,21074315229001541001000000U7,BORDADOS SOLIS,,314991,"Confecci�n, bordado y deshilado de productos textiles",produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,11 a 30 personas,"PROLONGACION RAFAEL SERRANO SN, COLONIA SAN ANTONIO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PROLONGACION,RAFAEL SERRANO,CALLE,EL VOLCAN,CALLE,AQUILES SERDAN SUR,CALLEJON,VOLCANCITO,,SN,,,,,COLONIA,SAN ANTONIO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,037,2271093430,,,Fijo,2019-11,universo_productivo_amplio_314,19.20792287,-98.3850324,https://www.google.com/maps/search/?api=1&query=PROLONGACION+RAFAEL+SERRANO+SN+COLONIA+SAN+ANTONIO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20792287%2C-98.3850324,https://www.openstreetmap.org/?mlat=19.2079229&mlon=-98.3850324#map=19/19.2079229/-98.3850324,PENDIENTE,,,,,,,,,,,
8692051,21074315229002201000000000U7,TALLER DE COSTURA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PRIVADA GUADALUPE SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,GUADALUPE,PRIVADA,AGUA SANTA,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,025,,,,Fijo,2019-11,universo_productivo_amplio_314,19.21010922,-98.37338647,https://www.google.com/maps/search/?api=1&query=PRIVADA+GUADALUPE+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21010922%2C-98.37338647,https://www.openstreetmap.org/?mlat=19.2101092&mlon=-98.3733865#map=19/19.2101092/-98.3733865,PENDIENTE,,,,,,,,,,,
8718752,21074313310000061010000000U7,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PRIVADA GUADALUPE 11, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,GUADALUPE,PRIVADA,AGUA SANTA,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,11,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,025,,,,Fijo,2019-11,universo_productivo_amplio_314,19.2109414,-98.37304316,https://www.google.com/maps/search/?api=1&query=PRIVADA+GUADALUPE+11+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2109414%2C-98.37304316,https://www.openstreetmap.org/?mlat=19.2109414&mlon=-98.3730432#map=19/19.2109414/-98.3730432,PENDIENTE,,,,,,,,,,,
8776861,21074461110008371010000000U6,DESHEBRADO DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE GLORIA 89, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,89,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,032,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20787139,-98.37602851,https://www.google.com/maps/search/?api=1&query=CALLE+GLORIA+89+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20787139%2C-98.37602851,https://www.openstreetmap.org/?mlat=19.2078714&mlon=-98.3760285#map=19/19.2078714/-98.3760285,PENDIENTE,,,,,,,,,,,
8776906,21074315229002121000000000U7,TALLER DE MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE ISABEL LA CATOLICA 3, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ISABEL LA CATOLICA,CALLE,SANTA CRUZ,BOULEVARD,RIO XOCHIAC,CALLE,GRIJALVA,3,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,015,,,,Fijo,2019-11,universo_productivo_amplio_314,19.21449605,-98.37838622,https://www.google.com/maps/search/?api=1&query=CALLE+ISABEL+LA+CATOLICA+3+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21449605%2C-98.37838622,https://www.openstreetmap.org/?mlat=19.2144961&mlon=-98.3783862#map=19/19.2144961/-98.3783862,PENDIENTE,,,,,,,,,,,
8776952,21074315229002131001000000U6,ELABORACION DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE REAL DE LA POSTA SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REAL DE LA POSTA,CALLE,SANTA CRUZ,BOULEVARD,RIO XOCHIAC,CALLE,GRIJALVA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,038,,,,Fijo,2019-11,universo_productivo_amplio_314,19.21459216,-98.37712277,https://www.google.com/maps/search/?api=1&query=CALLE+REAL+DE+LA+POSTA+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21459216%2C-98.37712277,https://www.openstreetmap.org/?mlat=19.2145922&mlon=-98.3771228#map=19/19.2145922/-98.3771228,PENDIENTE,,,,,,,,,,,
8777005,21074315229002141000000000U5,TERMINADO DE MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE SAN ISIDRO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,NINGUNO,CALLE,SAN MANUEL,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,057,,,,Fijo,2019-11,universo_productivo_amplio_314,19.20467983,-98.38094082,https://www.google.com/maps/search/?api=1&query=CALLE+SAN+ISIDRO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20467983%2C-98.38094082,https://www.openstreetmap.org/?mlat=19.2046798&mlon=-98.3809408#map=19/19.2046798/-98.3809408,PENDIENTE,,,,,,,,,,,
8777006,21074315229002152001000000U2,MAQUILADORA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE ADOLFO LOPEZ MATEOS 11, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ADOLFO LOPEZ MATEOS,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,SAN ISIDRO,11,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0167,006,2222575135,,,Fijo,2019-11,universo_productivo_amplio_314,19.2031097,-98.38129706,https://www.google.com/maps/search/?api=1&query=CALLE+ADOLFO+LOPEZ+MATEOS+11+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2031097%2C-98.38129706,https://www.openstreetmap.org/?mlat=19.2031097&mlon=-98.3812971#map=19/19.2031097/-98.3812971,PENDIENTE,,,,,,,,,,,
8777012,21074315229002161000000000U3,TERMINADO DE PANTALONES,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PROLONGACION PORFIRIO DIAZ 15, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PROLONGACION,PORFIRIO DIAZ,CALLE,PORFIRIO DIAZ,CALLE,IXTACUIXTLA SUR,PRIVADA,NINGUNO,15,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0167,017,,,,Fijo,2019-11,universo_productivo_amplio_314,19.19991659,-98.3797894,https://www.google.com/maps/search/?api=1&query=PROLONGACION+PORFIRIO+DIAZ+15+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.19991659%2C-98.3797894,https://www.openstreetmap.org/?mlat=19.1999166&mlon=-98.3797894#map=19/19.1999166/-98.3797894,PENDIENTE,,,,,,,,,,,
8777526,21074315229002171000000000U2,MAQUILA DESHEBRADO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE NINGUNO SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,009,,,,Fijo,2019-11,universo_productivo_amplio_314,19.211873,-98.38360262,https://www.google.com/maps/search/?api=1&query=CALLE+NINGUNO+SN+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.211873%2C-98.38360262,https://www.openstreetmap.org/?mlat=19.2118730&mlon=-98.3836026#map=19/19.2118730/-98.3836026,PENDIENTE,,,,,,,,,,,
8949535,21074315229001601000000000U9,TALLER DE MAQUILA DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"BOULEVARD RIO XOCHIAC 101, PUEBLO SANTA ANA XALMININULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",BOULEVARD,RIO XOCHIAC,CALLEJON,SAN MARTIN,CALLE,SAN MARTIN,CALLEJON,SAN MARTIN,101,,,,,,PUEBLO,SANTA ANA XALMININULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,019,2248200085,,,Fijo,2019-11,universo_productivo_amplio_314,19.21556529,-98.38554393,https://www.google.com/maps/search/?api=1&query=BOULEVARD+RIO+XOCHIAC+101+PUEBLO+SANTA+ANA+XALMININULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21556529%2C-98.38554393,https://www.openstreetmap.org/?mlat=19.2155653&mlon=-98.3855439#map=19/19.2155653/-98.3855439,PENDIENTE,,,,,,,,,,,
9496523,21074315223001132000000000U8,MAQUILADORA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE DIVISION DEL NORTE SN, COLONIA SANTA CRUZ, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,DIVISION DEL NORTE,CALLE,FELIPE ANGELES,PRIVADA,DIVISION DEL NORTE,CALLE,LINDA VISTA,,SN,,,7,,COLONIA,SANTA CRUZ,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,004,2227118184,,,Fijo,2024-11,universo_productivo_amplio_314,19.21947071,-98.38136076,https://www.google.com/maps/search/?api=1&query=CALLE+DIVISION+DEL+NORTE+SN+COLONIA+SANTA+CRUZ+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21947071%2C-98.38136076,https://www.openstreetmap.org/?mlat=19.2194707&mlon=-98.3813608#map=19/19.2194707/-98.3813608,PENDIENTE,,,,,,,,,,,
9552490,21074315223000551000000000U0,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE GLORIA 17, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,GLORIA,CALLE,NINGUNO,PRIVADA,GLORIA,CALLE,LOS REYES,17,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,052,,,,Fijo,2024-11,universo_productivo_amplio_314,19.20806336,-98.37642321,https://www.google.com/maps/search/?api=1&query=CALLE+GLORIA+17+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20806336%2C-98.37642321,https://www.openstreetmap.org/?mlat=19.2080634&mlon=-98.3764232#map=19/19.2080634/-98.3764232,PENDIENTE,,,,,,,,,,,
9566007,21074315223001311000000000U8,DESHEBRADO DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE GLORIA SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,032,,,,Fijo,2024-11,universo_productivo_amplio_314,19.20777613,-98.37572813,https://www.google.com/maps/search/?api=1&query=CALLE+GLORIA+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20777613%2C-98.37572813,https://www.openstreetmap.org/?mlat=19.2077761&mlon=-98.3757281#map=19/19.2077761/-98.3757281,PENDIENTE,,,,,,,,,,,
9577301,21074315223000061000000000U0,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PRIVADA NINGUNO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,RIO XOCHIAC,CALLE,REAL DE LA POSTA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,007,,,,Fijo,2024-11,universo_productivo_amplio_314,19.21471689,-98.3759053,https://www.google.com/maps/search/?api=1&query=PRIVADA+NINGUNO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21471689%2C-98.3759053,https://www.openstreetmap.org/?mlat=19.2147169&mlon=-98.3759053#map=19/19.2147169/-98.3759053,PENDIENTE,,,,,,,,,,,
9590208,21074315223001201000000000U1,DESHEBRADO DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE CONCEPCION 3, COLONIA SANTA CRUZ, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,CONCEPCION,CALLE,SAN ANGEL,CALLE,LINDA VISTA,CALLE,LA MERCED,3,,,,,,COLONIA,SANTA CRUZ,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,005,2271161775,,,Fijo,2024-11,universo_productivo_amplio_314,19.21873841,-98.3777512,https://www.google.com/maps/search/?api=1&query=CALLE+CONCEPCION+3+COLONIA+SANTA+CRUZ+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21873841%2C-98.3777512,https://www.openstreetmap.org/?mlat=19.2187384&mlon=-98.3777512#map=19/19.2187384/-98.3777512,PENDIENTE,,,,,,,,,,,
