id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,source_folder,categoria_relevancia_ambiental,palabras_clave_detectadas,distancia_hidrografia_m,rango_distancia_hidrografia,latitud,longitud,nota_metodologica
3264233,21132315229000341000000000U9,NOVIAS DE ANDYS,315229,agebs\san_martin,revisar,,644.7983270831284,500-1000 m,19.28381129,-98.43463401,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3267215,21132434219000011000000000U5,MULTIACABADOS Y SERVICIOS SAN MARTIN,238311,agebs\san_martin,alta_relevancia_ambiental,acabado,706.1186808029407,500-1000 m,19.27946355,-98.43282992,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3267949,21132811192000371010000000U5,LAVADO Y ENGRASADO,811116,agebs\san_martin,alta_relevancia_ambiental,lavado,139.64481204157568,100-250 m,19.29006268,-98.43381996,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3267977,21132812210000261000000000U7,LAVANDERIA MORMAC,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,282.2679521293506,250-500 m,19.28813142,-98.42299439,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3268936,21132812210000491000000000U0,LAVANDERIA CRISTAL,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,1.1582925523799366,0-100 m,19.28107094,-98.4305558,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3271687,21132315229002874012000000U7,SHARON CONFECCIONES,315225,agebs\san_martin,media_relevancia_ambiental,confeccion,265.14262322498956,250-500 m,19.27554128,-98.42512842,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273655,21132315229002402000000000U7,COSTURERO SIN NOMBRE,315229,agebs\san_martin,revisar,,23.118468208725258,0-100 m,19.27342916,-98.4074254,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273656,21132315229002011010000000U6,MAQUILA,315229,agebs\san_martin,media_relevancia_ambiental,maquila,692.6160819918988,500-1000 m,19.27267087,-98.40736167,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273661,21132315229000221000000000U3,COSTURERO SIN NOMBRE,315229,agebs\san_martin,revisar,,527.0121935064149,500-1000 m,19.27253528,-98.40871819,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273666,21132315229000131000000000U4,TALLER DE MAQUILA,315229,agebs\san_martin,media_relevancia_ambiental,maquila,581.2347714777422,500-1000 m,19.27300146,-98.41072849,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273826,21132812210000332000000000U6,LAVANDERIA SIN NOMBRE,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,370.18066885613314,250-500 m,19.26647142,-98.40648207,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273866,21132315229002221010000000U1,COSTURA DE BLANCOS,314120,agebs\san_martin,media_relevancia_ambiental,costura,370.555740884517,250-500 m,19.26342521,-98.40570421,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3319745,21132315225000361010000000U5,SERVICIO DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,442.0249914979565,250-500 m,19.28505939,-98.46535005,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320219,21143315225000051002000000U9,TALLER DE COSTURA SIN NOMBRE,315225,agebs\san_martin,media_relevancia_ambiental,costura,1015.0081526045396,>1000 m,19.30667646,-98.47992896,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320332,21143315229000072000000000U7,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,742.6880751518102,500-1000 m,19.30770867,-98.47912178,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320435,21132315229003231000000000U9,SERVICIO DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,533.9032173314041,500-1000 m,19.29515546,-98.46890448,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320469,21132811499000691010000000U5,COSER ROPA SIN NOMBRE,315229,agebs\san_martin,revisar,,364.4278740177259,250-500 m,19.2979884,-98.47225307,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320579,21143315225000011000000000U3,SERVICIO DE COSTURA,315225,agebs\san_martin,media_relevancia_ambiental,costura,429.54467114080865,250-500 m,19.30148695,-98.47927535,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321161,21143315110000012012000000U5,TALLER DE CALCETIN SIN NOMBRE,315121,agebs\san_martin,media_relevancia_ambiental,,521.505799468982,500-1000 m,19.26431108,-98.50352131,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321859,21132315229003422001000000U4,TALLER DE COSTURA HECTOR MINERO SANCHEZ,315229,agebs\san_martin,media_relevancia_ambiental,costura,129.82584688719018,100-250 m,19.28477969,-98.46229957,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321865,21132315223000071001000000U5,TALLER DE ROPA DEPORTIVA,315223,agebs\san_martin,media_relevancia_ambiental,,81.05717036823901,0-100 m,19.28720146,-98.46394769,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321908,21132315229002911002000000U7,GRUPO FREVANY,315229,agebs\san_martin,revisar,,690.4734296714319,500-1000 m,19.29127398,-98.45226588,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3322152,21132465211000651010000000U7,ARTESANIAS SIN NOMBRE,314991,agebs\san_martin,revisar,,585.1094337133537,500-1000 m,19.26349374,-98.40927277,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323018,21132811499000952011000000U1,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,344.0889472773357,250-500 m,19.28825745,-98.43716225,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323201,21132812210000471000000000U2,LAVANDERIA LAVA FAST,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,195.23018543683887,100-250 m,19.28204386,-98.44381225,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323459,21132811499001331000000000U7,SASTRERIA,811499,agebs\san_martin,media_relevancia_ambiental,sastreria,1189.5871501466845,>1000 m,19.28713398,-98.44178932,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323717,21132812210000431000000000U6,TINTORERIA Y LAVANDERIA AMERICAN,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia; tintoreria,201.95136894474643,100-250 m,19.2872467,-98.44530979,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323737,21132315223000051100000000U7,UNIFORMES DEPORTIVOS DATEPA,315223,agebs\san_martin,revisar,,559.0368302009772,500-1000 m,19.27883531,-98.44723656,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3324344,21132315229002941000000000U4,COSTURERO PARA TERCEROS,315229,agebs\san_martin,revisar,,517.9733463311026,500-1000 m,19.28292186,-98.41616239,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3324548,21132811499000711010000000U1,COSTURA,315225,agebs\san_martin,media_relevancia_ambiental,costura,621.0516845818562,500-1000 m,19.27643389,-98.41850217,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3411651,21132315229000881001000000U4,SERVICIO DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,732.4964471438371,500-1000 m,19.29447881,-98.4709635,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3412947,21132315999000041010000000U3,TALLER DE COSTURA DE SUDADERAS SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,257.5808073633171,250-500 m,19.2889942,-98.45214564,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4146540,29019315229000321001000000U2,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,601.9572037062954,500-1000 m,19.28120037,-98.39833306,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4185221,29019812210000212002000000U1,LAVANDERIA,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,202.08583811084117,100-250 m,19.28120158,-98.39740051,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4185239,29019812210000171000000000U9,PLANCHADURIA,812210,agebs\san_martin,revisar,,401.0330293586992,250-500 m,19.27838887,-98.39418281,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6405915,29015313210000016001000000U8,POLITEL,313210,agebs\san_martin,revisar,,329.52717220148594,250-500 m,19.31328784,-98.38636114,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6449931,21143315229000032002000000U1,CONFECCIONES MODA Y DISEÑO,315229,agebs\san_martin,media_relevancia_ambiental,confeccion,435.5660921041695,250-500 m,19.30906302,-98.48046317,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7536378,21132315229003581000000000U7,TALLER DE COSTURA BAUTISTA,315229,agebs\san_martin,media_relevancia_ambiental,costura,573.5388985453027,500-1000 m,19.28113853,-98.46508936,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7536435,21132315229003592001000000U4,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,685.2408865143422,500-1000 m,19.28605271,-98.46919739,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7536610,21143463111000011110000000U5,ELABORACION DE SABANAS LA UNION,313210,agebs\san_martin,media_relevancia_ambiental,,396.18149074215916,250-500 m,19.31348047,-98.47805561,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7582895,21132315225000591000000000U7,COMPOSTURAS DE PRENDAS DE VESTIR,315225,agebs\san_martin,revisar,,614.1617418672181,500-1000 m,19.28425793,-98.45009233,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583005,21132812210000721000000000U0,HIPERCLEAN,812210,agebs\san_martin,revisar,,184.2610883111232,100-250 m,19.28642501,-98.44478408,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583140,21132811499001381000000000U2,SASTRERIA SIN NOMBRE,811499,agebs\san_martin,media_relevancia_ambiental,sastreria,557.1626556666907,500-1000 m,19.28466997,-98.43224942,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583210,21132315225000611000000000U3,GALI DE MEXICO,315225,agebs\san_martin,revisar,,486.02337090517636,250-500 m,19.28928052,-98.43309813,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583382,21132315229003691100000000U4,SERVICIO DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,122.55861635365744,100-250 m,19.30181762,-98.46935657,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583770,21132315192000091010000000U0,ELABORACION DE ROPA DE ESTAMBRE,315123,agebs\san_martin,media_relevancia_ambiental,,335.9325030486824,250-500 m,19.28840012,-98.43656809,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7726725,29019315229000591000000000U0,MAQUILA DE PANTALON,315229,agebs\san_martin,media_relevancia_ambiental,maquila; pantalon,428.0125230365959,250-500 m,19.28131735,-98.39741729,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077015,21132315229003941000000000U3,COSTURAS SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,35.573850124619646,0-100 m,19.27755571,-98.41774535,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077285,21132315229003992000000000U6,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,540.4611603515777,500-1000 m,19.27982532,-98.43198717,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077338,21132812210000961000000000U2,LAVANDERIAS DE AUTOSERVICIO DOLPHIN CLEAN,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,543.2283977394627,500-1000 m,19.28320912,-98.44073799,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077339,21132315225000691000000000U5,COSTURAS Y PARCHES SIN NOMBRE,315225,agebs\san_martin,media_relevancia_ambiental,costura,662.741470100769,500-1000 m,19.28300975,-98.44065051,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077703,21132315229004032001000000U0,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,18.939083802080496,0-100 m,19.28254274,-98.43041737,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8086050,29019315225000091001000000U9,ELABORACION DE PIJAMAS,315225,agebs\san_martin,media_relevancia_ambiental,,280.8638840074699,250-500 m,19.29393787,-98.4088129,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8111875,21132315223000202101000000U6,MAQUILADORA UNDOR,315223,agebs\san_martin,media_relevancia_ambiental,maquila,314.8645233007305,250-500 m,19.27817585,-98.44196232,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8119947,21132812210001031000000000U3,LAVANDERIA LOS VOLCANES,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,394.70253057607266,250-500 m,19.28108384,-98.43878216,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8120060,21132812210001041000000000U2,TINTORERIA Y LAVANDERIA YAÑEZ,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia; tintoreria,495.1096903700895,250-500 m,19.27585092,-98.44986208,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8120107,21132315229004092011000000U4,MAQUILADORA REYES,315223,agebs\san_martin,media_relevancia_ambiental,maquila,95.29586920293647,0-100 m,19.26527861,-98.40761217,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8125470,29019315229000751000000000U0,MAQUILA DE PANTALON,315229,agebs\san_martin,media_relevancia_ambiental,maquila; pantalon,268.66781349869717,250-500 m,19.27911069,-98.39674987,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8125899,29019315229000791000000000U6,MAQUILA DE PANTALON DE MEZCLILLA,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,180.61540217021454,100-250 m,19.28009214,-98.39670363,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8125957,29019812210000311100000000U1,SERVICIO DE PLANCHADURIA,812210,agebs\san_martin,revisar,,37.649648070762694,0-100 m,19.27948434,-98.39485024,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8126068,29019315229000831001000000U0,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,272.2035991005979,250-500 m,19.27837321,-98.39430744,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8126132,29019812210000361010000000U6,LAVANDERIA SIN NOMBRE,313310,agebs\san_martin,alta_relevancia_ambiental,lavanderia,698.7030552584596,500-1000 m,19.28416911,-98.39915505,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8126301,29019315229000902001000000U9,MAQUILA Y FABRICACION DE PANTALON DE MEZCLILLA,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,190.1510944592448,100-250 m,19.27891198,-98.39604921,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8126350,29019313310000041001000000U6,LAVANDERIA Y TINTORERIA ECOLAK,313310,agebs\san_martin,alta_relevancia_ambiental,lavanderia; tintoreria,511.21180262629287,500-1000 m,19.2758638,-98.3931809,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8272002,21132812210000891000000000U1,LAVANDERIA KADILO,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,385.91486200577083,250-500 m,19.30144644,-98.45102728,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8272064,21132811111002181110000000U6,SERVICIO DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,523.0148349886548,500-1000 m,19.30096497,-98.46977462,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8272237,21132315225000661001000000U8,CORTE Y CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE,315225,agebs\san_martin,media_relevancia_ambiental,confeccion,434.2645520900244,250-500 m,19.27965267,-98.46047095,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8559079,21132313310000052011000000U2,CONFECCIONES JAQUE,315225,agebs\san_martin,media_relevancia_ambiental,confeccion,516.6927039286797,500-1000 m,19.28030116,-98.46259069,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8559844,21132811499001351000000000U5,SASTRERIA SIN NOMBRE,811499,agebs\san_martin,media_relevancia_ambiental,sastreria,288.23482914706466,250-500 m,19.2846378,-98.43135962,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8560193,21132315224000011000000000U9,TRAJES DE CARNAVAL SIN NOMBRE,315224,agebs\san_martin,revisar,,18.054003518271344,0-100 m,19.26865071,-98.43722195,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8661346,29019463111000101010000000U8,DISTRIBUIDORA DE TELAS DE MEZCLILLA Y GABARDINA FLOR,432111,agebs\san_martin,media_relevancia_ambiental,mezclilla,95.07808389038665,0-100 m,19.28078454,-98.39283139,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8776893,21132314912000031000000000U8,LONAS CHIQUIS,314912,agebs\san_martin,revisar,,379.33000990834734,250-500 m,19.28951041,-98.41787373,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8777500,21132315225000751010000000U7,MAQUILERO SIN NOMBRE,315229,agebs\san_martin,revisar,,359.4474905514942,250-500 m,19.28818892,-98.43799477,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9398880,29015812210000113000053895S9,LAVARTEX TLAXCALA,812210,agebs\san_martin,revisar,,265.95149923315563,250-500 m,19.31064033,-98.39251059,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9541793,21132812210001461000000000U2,LAVANDERIA,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,466.3631304842407,250-500 m,19.28687485,-98.46433033,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9549827,21132812210001301000000000U0,LAVANDERIA BURBU POP,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,282.1301157868712,250-500 m,19.3036902,-98.45649807,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9551535,29019315229001091000000000U0,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,903.654733216334,500-1000 m,19.27660166,-98.39256813,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9607389,21143315225000081000000000U6,TALLER DE COSTURA SIN NOMBRE,315225,agebs\san_martin,media_relevancia_ambiental,costura,297.2432224149688,250-500 m,19.26683599,-98.49993266,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9625232,21132314120000111000000000U8,MAQUILA SIN NOMBRE,314120,agebs\san_martin,media_relevancia_ambiental,maquila,308.4702690996238,250-500 m,19.28443882,-98.4682394,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9626261,21132465311003511000000000U8,GLORIA LAVANDERIA,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,88.23295215853511,0-100 m,19.28146274,-98.42844018,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9698792,21132315225000971000000000U1,COSTURA SIN NOMBRE,315225,agebs\san_martin,media_relevancia_ambiental,costura,318.04424723963484,250-500 m,19.28030759,-98.44127249,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9699201,21143812210000141000000000U8,LAVANDERIA GARRITAS CLEAN,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,276.5975033369674,250-500 m,19.26658283,-98.48189725,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9713653,29019315229001501000000000U8,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,169.95486840742853,100-250 m,19.28096265,-98.39756962,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9738307,21132812210001231000000000U9,LAVANDERIA JOBS,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,304.0976935828767,250-500 m,19.28628486,-98.43054345,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9758014,29019315229001151000000000U2,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,maquila; mezclilla; pantalon,385.91486200577083,250-500 m,19.27444546,-98.38931054,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9771459,21132314991000291000000000U2,BORDADOS SIN NOMBRE,314991,agebs\san_martin,media_relevancia_ambiental,bordado,385.91486200577083,250-500 m,19.28651419,-98.44997832,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9817284,21132315229004671000000000U5,TALLER DE COSTURA SIN NOMBRE,315229,agebs\san_martin,media_relevancia_ambiental,costura,316.503026698495,250-500 m,19.28268204,-98.44735708,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9877139,21132315225000811000000000U9,COSTURERIA SIN NOMBRE,315225,agebs\san_martin,revisar,,337.2115192398897,250-500 m,19.28137885,-98.42066995,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9918502,29019812210000491000000000U1,SERVICIO DE LAVANDERIA EL TIBU,812210,agebs\san_martin,alta_relevancia_ambiental,lavanderia,170.75149555634894,100-250 m,19.29064297,-98.40063209,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9939140,21143315229000221000000000U0,MAQUILA,315229,agebs\san_martin,media_relevancia_ambiental,maquila,114.22643597372607,100-250 m,19.3067225,-98.47752827,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
