d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,dentro_cuenca,scian_3,scian_4,scian_6,actividad_lavanderia_tintoreria,actividad_acabado_textil,actividad_confeccion,actividad_fabricacion_telas,actividad_tejido_hilado,actividad_bordado_deshilado,senal_pantalon,senal_mezclilla_o_pantalon,universo_conceptual,cluster,probabilidad,persistencia_territorial,tipo_resultado_espacial,grupo_espacial
9926222,21074314991000291000000000U6,BORDADO,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MELCHOR OCAMPO,CALLE,PRIMAVERA,CALLE,REAL DE LA POSTA,CALLE,RIO XOCHIAC,12.0,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,74,Huejotzingo,29,Santa Ana Xalmimilulco,0203,7,2271155752.0,,,Fijo,19.2169657,-98.37573714,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",8,0.7247950063256986,1.0,CONCENTRACION,CLUSTER_008
3470654,21041315229000011000000000U1,BORDADO DE PLAYERAS CHARLY,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,GUADALUPE VICTORIA,CALLE,GUADALUPE VICTORIA,CALLE,TEHUANTEC,CALLE,NINGUNO,24.0,,,,,,LOCALIDAD,SAN LORENZO ALMECATLA,,,,72710,21,PUEBLA,41,Cuautlancingo,12,San Lorenzo Almecatla,019A,6,2224892948.0,,,Fijo,19.14239675,-98.23896883,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",14,0.9245610376980626,0.4,CONCENTRACION,CLUSTER_014
9827043,21074314991000301000000000U3,BORDADO DE SERVILLETAS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CARRIL A DE AGUA SANTA,PRIVADA,GUADALUPE,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,74,Huejotzingo,29,Santa Ana Xalmimilulco,0190,25,2224857048.0,,,Fijo,19.20957455,-98.37465899,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",8,0.7892901902990878,1.0,CONCENTRACION,CLUSTER_008
3377470,21106314991000041000000000U5,BORDADO MANUAL SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,INDEPENDENCIA,OTRO(ESPECIFIQUE),BARDA,CALLE,PROVIDENCIA,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,SAN BERNABE TEMOXTITLA,,,,72860,21,PUEBLA,106,Ocoyucan,8,San Bernabé Temoxtitla,011A,2,,,,Fijo,18.99327917,-98.328844,2014-12,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",11,0.1789660284940328,0.8,CONCENTRACION,CLUSTER_011
3419237,21114314991000271000000000U2,BORDADORA ARCO,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,JOSE MARIA MORELOS,CALLE,PLAN DE GUADALUPE,AVENIDA,20 DE NOVIEMBRE,PRIVADA,E CUE MERLO,404.0,A,,,,,ZONA NAVAL,JUNTA AUXILIAR,,,,72550,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0751,24,2223244297.0,,,Fijo,19.02260746,-98.20720974,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
8120398,21132314991000251000000000U6,BORDADORA EL CARRIZAL,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CAMINO REAL SUR,CALLE,CAMINO A MOYOTZINGO,CALLE,EMILIANO ZAPATA,CALLE,REFORMA SUR,33.0,,,,,,COLONIA,SAN BALTAZAR TEMAXCALAC,,,,74126,21,PUEBLA,132,San Martín Texmelucan,15,Santa María Moyotzingo,0497,11,,,,Fijo,19.25969129,-98.40748545,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",16,0.835311330694588,1.0,CONCENTRACION,CLUSTER_016
7536592,21134314991000251000000000U2,BORDADORA GM&E,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MORELOS,PRIVADA,TERCERA PRIVADA DE MORELOS,CALLE,SAN MARTIN,CALLE,SAN MARTIN,406.0,A,,,,,COLONIA,CENTRO,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,0078,1,2481197231.0,,,Fijo,19.32313518,-98.49639475,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,0.937536578537927,1.0,CONCENTRACION,CLUSTER_012
7536345,21134314991000231101000000U4,BORDADORA INDUSTRIAL KOKOS DESING,,314991,"Confección, bordado y deshilado de productos textiles",11 a 30 personas,CALLE,NINGUNO,CALLE,SAN MARTIN,CALLE,NINGUNO,CALLE,NINGUNO,526.0,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,0044,51,2481168169.0,,,Fijo,19.31937175,-98.49360643,2019-11,True,True,False,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,0.5815738894784975,1.0,CONCENTRACION,CLUSTER_012
8724933,21114314991000771000000000U1,BORDADORA ISTUR,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,HERMANOS FLORES MAGON,AVENIDA,VICENTE GUERRERO,AVENIDA,20 DE NOVIEMBRE,CERRADA,CERRADA DE LOS GERANIOS,30.0,B,,,,,UNIDAD HABITACIONAL,LA FLOR,,,,72540,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,2048,25,,,,Fijo,19.01674383,-98.18419969,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
10621880,21132314991000312000000000U6,BORDADORA MARY,,314991,"Confección, bordado y deshilado de productos textiles",6 a 10 personas,CALLE,PUEBLA,CALLEJON,BAJA CALIFORNIA,CALLE,NIÑOS HEROES,CALLEJON,BAJA CALIFORNIA,,SN,,,,,COLONIA,SAN ISIDRO,,,,74122,21,PUEBLA,132,San Martín Texmelucan,13,San Rafael Tlanalapan,0444,12,2481857308.0,,,Fijo,19.28721837,-98.46430412,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",13,1.0,1.0,CONCENTRACION,CLUSTER_013
3465141,21136314991000041010000000U2,BORDADORA SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,AVENIDA,CUAUHTEMOC,CALLE,CUARTA DE CUAUHTEMOC,CALLE,FRANCISCO I MADERO,AVENIDA,AGUSTIN DE ITURBIDE,16.0,,,,,,LOCALIDAD,SAN MIGUEL XOXTLA,,,,72620,21,PUEBLA,136,San Miguel Xoxtla,1,San Miguel Xoxtla,0049,49,2213709732.0,,,Fijo,19.16691347,-98.30785888,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",19,0.5587203600314276,1.0,CONCENTRACION,CLUSTER_019
10178860,21074314991000321000000000U1,BORDADORA SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,PORFIRIO DIAZ,CALLE,AQUILES SERDAN SUR,PRIVADA,CHAPULTEPEC,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,74,Huejotzingo,29,Santa Ana Xalmimilulco,0025,17,,,,Fijo,19.20481154,-98.38520812,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",8,0.5537054196600719,1.0,CONCENTRACION,CLUSTER_008
3447848,21140314991000042000000000U2,BORDADORA SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,8 PONIENTE,CALLE,7 NORTE,CALLE,9 NORTE,AVENIDA,6 PONIENTE,723.0,A,,,,,BARRIO,SAN JUAN CALVARIO,,,,72760,21,PUEBLA,140,San Pedro Cholula,1,Cholula de Rivadavia,0516,3,2222611563.0,,,Fijo,19.06763021,-98.31140474,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
10600302,21134314991000291000000000U8,BORDADORA SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,SAN PEDRO,CALLE,ACCION CATOLICA,CALLE,SANTA ANITA,PRIVADA,PRIMERA ACCION CATOLICA,,SN,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,0044,3,2481589894.0,,,Fijo,19.32092953,-98.49882825,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,1.0,1.0,CONCENTRACION,CLUSTER_012
8106336,21034314991000071000000000U6,BORDADORA SIN NOMBREW,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,6 DE ENERO,PRIVADA,NINGUNO,PRIVADA,LOS LAURELES,CALLE,IGNACIO COMONFORT,,SN,,,,,BARRIO,SAN FRANCISCO,,,,72680,21,PUEBLA,34,Coronango,3,San Francisco Ocotlán (Ocotlán),0227,13,,,,Fijo,19.13916169,-98.28750671,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,1.0,DISPERSO_RUIDO,RUIDO_DISPERSO
3319007,21134314991000221000000000U0,BORDADORA SUEÑOS E IDEAS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CALLE DE LA CAMPANA,CALLE,INDEPENDENCIA,CALLE,VICENTE GUERRERO,CALLE,20 DE NOVIEMBRE,,SN,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,003A,4,2481011258.0,,,Fijo,19.32650972,-98.50008232,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,1.0,1.0,CONCENTRACION,CLUSTER_012
7583450,21132314991000211001000000U0,BORDADORA Y COSTURA DE GORRA,TELESFORO RAMIREZ,314991,"Confección, bordado y deshilado de productos textiles",6 a 10 personas,CALLE,PUEBLA,CALLEJON,BAJA CALIFORNIA,CALLE,NIÑOS HEROES,CALLEJON,BAJA CALIFORNIA,,SN,,,,,COLONIA,SAN ISIDRO,,,,74122,21,PUEBLA,132,San Martín Texmelucan,13,San Rafael Tlanalapan,0444,12,,,,Fijo,19.28716451,-98.4643102,2019-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",13,1.0,1.0,CONCENTRACION,CLUSTER_013
3410615,21134314991000041100000000U7,BORDADORAS SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,21 DE MARZO,CALLE,MIGUEL HIDALGO,CALLE,REFORMA,CALLE,AVIACION,17.0,A,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,0044,25,2481309354.0,,,Fijo,19.32298756,-98.50452204,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,0.8277819565590896,1.0,CONCENTRACION,CLUSTER_012
9721989,21119314991000071000000000U5,BORDADOS,BORDADOS,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,CARMEN SERDAN,CALLE,MIGUEL HIDALGO,CALLE,MIGUEL ALEMAN,AVENIDA,EMILIANO ZAPATA,,SN,,,,,COLONIA,CONCEPCION LA CRUZ,,,,72197,21,PUEBLA,119,San Andrés Cholula,13,San Bernardino Tlaxcalancingo,0584,21,,,,Fijo,19.03480738,-98.25165998,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
7583687,21132314991000221000000000U9,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MATAMOROS,CALLE,TABASCO,CALLE,CIUDAD SERDAN,CALLE,TEHUACAN,,SN,,,,,LOCALIDAD,SAN RAFAEL TLANALAPAN,,,,74122,21,PUEBLA,132,San Martín Texmelucan,13,San Rafael Tlanalapan,029A,39,2481088852.0,,,Fijo,19.28208852,-98.45959553,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",13,0.723724694195734,1.0,CONCENTRACION,CLUSTER_013
10285789,21114314991000991000000000U5,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,JOSE MARIA MORELOS,CALLE,NINGUNO,PRIVADA,JOSE MARIA MORELOS,CALLE,IGNACIO ZARAGOZA,,SN,,,,,LOCALIDAD,LA RESURRECCION,,,,72227,21,PUEBLA,114,Puebla,190,La Resurrección,1016,3,,,,Fijo,19.10189504,-98.12949869,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,1.0,DISPERSO_RUIDO,RUIDO_DISPERSO
3255870,21114314991000211000000000U8,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,AVENIDA 30 PONIENTE,BOULEVARD,NORTE,CALLE,25 NORTE,CALLE,AVENIDA 32 PONIENTE,2508.0,,,,,,COLONIA,LAS CUARTILLAS,,,,72050,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0126,19,2222981106.0,,,Fijo,19.06728178,-98.20877268,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11137575,21074314991000311000000000U2,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,16 DE SEPTIEMBRE,CALLE,IXTACUIXTLA NORTE,CALLE,ZARAGOZA,CALLE,IXTACUIXTLA NORTE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,74,Huejotzingo,29,Santa Ana Xalmimilulco,0190,20,2482252082.0,,,Fijo,19.21195405,-98.37814439,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",8,1.0,1.0,CONCENTRACION,CLUSTER_008
9641881,21114314991001041000000000U8,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,BOULEVARD,ZAPOTECA,CALLE,INSURGENTES,CALLE,MONTE ALBAN,PRIVADA,TERCERA DE INSURGENTES,,SN,,,,,COLONIA,SANTA CRUZ BUENA VISTA,,,,72170,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3065,3,2228480868.0,,,Fijo,19.05736097,-98.25285806,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
10242829,21114314991000931000000000U1,BORDADOS A MANO DOMINGA,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,IGNACIO ZARAGOZA,CALLE,MIGUEL HIDALGO,CALLE,AGUSTIN DE ITURBIDE,CALLE,MIGUEL HIDALGO,,SN,,,,,LOCALIDAD,LA RESURRECCION,,,,72227,21,PUEBLA,114,Puebla,190,La Resurrección,1016,9,,,,Fijo,19.10273617,-98.12899156,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,1.0,DISPERSO_RUIDO,RUIDO_DISPERSO
9821062,21015463211000571000000000U6,BORDADOS ALITZEL,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,AGUSTIN DE ITURBIDE,PRIVADA,NINGUNO,6.0,,,,,,FRACCIONAMIENTO,JARDINES DE AMOZOC,,,,72980,21,PUEBLA,15,Amozoc,1,Amozoc de Mota,026A,26,2228023834.0,,,Fijo,19.04713141,-98.03773924,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",18,0.7823854544172665,1.0,CONCENTRACION,CLUSTER_018
8975443,21015314991000061000000000U6,BORDADOS ALITZEL,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,4 ORIENTE,CALLE,8 NORTE,OTRO(ESPECIFIQUE),RIO,AVENIDA,2 ORIENTE,616.0,,,,,,BARRIO,SAN ANTONIO,,,,72980,21,PUEBLA,15,Amozoc,1,Amozoc de Mota,0306,29,2227178109.0,,,Fijo,19.04590254,-98.03989003,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",18,0.9308717263032544,1.0,CONCENTRACION,CLUSTER_018
3351330,21114314991000521000000000U0,BORDADOS ARCA,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CALZADA IGNACIO ZARAGOZA,CALZADA,IGNACIO ZARAGOZA,CALZADA,IGNACIO ZARAGOZA,CALLE,NINGUNO,266.0,,,1.0,,,COLONIA,LOS PINOS,CENTRO Y PLAZA COMERCIAL,PLAZA LORETO,D 1,72210,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3563,24,2227793740.0,M.ELVIRAESPINOSA@HOTMAIL.COM,,Fijo,19.06612055,-98.17767272,2014-12,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11825973,21114314991001121000000000U8,BORDADOS ASORE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,GRAN AVENIDA,AVENIDA,18 Poniente,CALLE,Avenida 14 Poniente,DIAGONAL,Defensores de la República,1404.0,B,,,,,COLONIA,JESUS GARCIA,,,,72090,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0380,41,2229226807.0,BORDADOSASORE331@GMAIL.COM,,Fijo,19.05936832,-98.2131605,2025-04,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3265578,21114314991000362000000000U9,BORDADOS BIOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,16 PONIENTE,CALLE,9 NORTE,CALLE,7 NORTE,AVENIDA,18 PONIENTE,704.0,C,,,,,COLONIA,CENTRO,,,,72000,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0408,39,2222460758.0,BIOS.VENTAS16@HOTMAIL.COM,,Fijo,19.05324964,-98.2001649,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3409743,21134314991000081000000000U3,BORDADOS BORDIMAX,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CALLE DE LA CAMPANA,CALLE,CONCEPCION,CALLE,COLON,CALLE,GUADALUPE,226.0,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca,003A,3,2482260913.0,BORDIMAX@HOTMAIL.COM,,Fijo,19.32694339,-98.5000364,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",12,1.0,1.0,CONCENTRACION,CLUSTER_012
10794076,21132314991000271000000000U4,BORDADOS CARRIZAL,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,AVENIDA,FLORENCIO ESPINOZA ORIENTE,CALLE,JOSEFA ORTIZ DE DOMINGUEZ NORTE,CALLE,FRANCISCO I. MADERO NORTE,AVENIDA,BENITO JUAREZ ORIENTE,410.0,,,,,,COLONIA,DOMINGO ARENAS,,,,74050,21,PUEBLA,132,San Martín Texmelucan,1,San Martín Texmelucan de Labastida,0054,21,2484911218.0,BORDADOS.CARRIZAL@OUTLOOK.COM,,Fijo,19.28310799,-98.43058741,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",15,1.0,1.0,CONCENTRACION,CLUSTER_015
10449831,21114314991000971000000000U7,BORDADOS CL ESTUDIO,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,PRIVADA,6 A ORIENTE,CALLE,26 NORTE,PRIVADA,26 NORTE,AVENIDA,12 ORIENTE,618.0,,,,,,COLONIA,RESURGIMIENTO CD NORTE,,,,72373,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0431,32,2226661029.0,LUISCAR1993@LIVE.COM.MX,,Fijo,19.0392262,-98.18107055,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11391131,21090314991000021000000000U3,BORDADOS COMPUTALIZADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,XOCHIMILCO,CARRETERA,FEDERAL MEXICO-PUEBLA,AVENIDA,PINO SUAREZ,CALLE,IGNACIO ZARAGOZA,,SN,,,,,LOCALIDAD,SANTA MARIA ZACATEPEC JUAN C BONILLA,,,,72660,21,PUEBLA,90,Juan C. Bonilla,5,Santa María Zacatepec,0141,46,,,,Fijo,19.12004547,-98.3649157,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,1.0,DISPERSO_RUIDO,RUIDO_DISPERSO
