d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,dentro_cuenca,scian_3,scian_4,scian_6,actividad_lavanderia_tintoreria,actividad_acabado_textil,actividad_confeccion,actividad_fabricacion_telas,actividad_tejido_hilado,actividad_bordado_deshilado,senal_pantalon,senal_mezclilla_o_pantalon,universo_conceptual
6860983,21114315229001763111000000U1,INDALJIM,INDALJIM,315223,Confección en serie de uniformes,31 a 50 personas,AVENIDA,EJIDO,AVENIDA,SAN IGNACIO,PRIVADA,SAN IGNACIO,OTRO(ESPECIFIQUE),LIBERTAD,5992,,,,,,COLONIA,SAN BALTAZAR LINDA VISTA,,,,72550,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0766,040,,CONTACTO@INDALJIM.COM,WWW.INDALJIM.COM,Fijo,19.00933397,-98.20646285,2019-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315223,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11827938,21074313210000105000000000U4,INDORAMA VENTURES MOBILITY PUEBLA,INDORAMA VENTURES MOBILITY PUEBLA,313210,Fabricación de telas anchas de tejido de trama,51 a 100 personas,CORREDOR,NINGUNO,CORREDOR,NINGUNO,CALLE,NINGUNO,CALLE,MANUEL CABAÑAS PAVIA,,SN,,,3,,CIUDAD,TEXTIL,,,,74160,21,PUEBLA,074,Huejotzingo,0121,Área 4 la Trinida [Ciudad Textil],0097,002,,INFO@UTT.DE,WWW.UTT.DE,Fijo,19.15856927,-98.37948213,2025-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12269326,21114314993000461000000000U5,INDUSTRIA ECOLOGICA TA,INDUSTRIA ECOLOGICA TA,314993,Fabricación de productos textiles reciclados,0 a 5 personas,CALLE,AVENIDA 24 PONIENTE,AVENIDA,HEROE DE NACOZARI,CALLE,11 NORTE,CALLE,AVENIDA 22 PONIENTE,909,,,,,,BARRIO,STA ANITA BARRIO 07G,,,,07200,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3582,026,,ECOESTOPAS.A@GMAIL.COM,,Fijo,19.05734999,-98.2002101,2026-04,True,True,False,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314993,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3439765,21114313113000092001000000U4,INDUSTRIAL CAÑAMERA,INDUSTRIAL CAÑAMERA,313113,Fabricación de hilos para coser y bordar,0 a 5 personas,AVENIDA,14 ORIENTE,CALLE,30 NORTE,CALLE,32 NORTE BIS,AVENIDA,HUMBOLDT,3018,,,,,,COLONIA,HUMBOLDT,,,,72370,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0520,004,2222352720,IDUSCAN2@GMAIL.COM,WWW.INDUSCAN.COM.MX,Fijo,19.04327182,-98.17382245,2010-07,True,True,False,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3131,313113,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6379514,21114313210000386002012189S4,INDUSTRIAL TEXTIL DE PUEBLA,INDUSTRIAL TEXTIL DE PUEBLA,313210,Fabricación de telas anchas de tejido de trama,101 a 250 personas,CALLE,C,CALLE,D,CALLE,NINGUNO,CALLE,E,11,,,,,,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL PUEBLA 2000,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL PUEBLA 2000,11,72225,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1105,001,,ALFONSO.SERRANO@TAVEX.COM.MX,WWW.TAVEX.COM,Fijo,19.07372072,-98.15259189,2010-07,True,True,True,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3439803,21114315110000031012000000U6,INDUSTRIAS AVANTIA,INDUSTRIAS AVANTIA,315121,Fabricación de calcetines y medias de tejido de punto,0 a 5 personas,CALLE,30 NORTE,AVENIDA,18 ORIENTE,AVENIDA,HUMBOLDT,CALLE,28 NORTE,1603,,,,,,COLONIA,HUMBOLDT NORTE,,,,72370,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0520,006,,AVANTIA2K@YAHOO.COM,,Fijo,19.044681,-98.17479933,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
9399740,21114315223001151001059070S2,INDUSTRIAS CHILIAN,INDUSTRIAS CHILIAN,315223,Confección en serie de uniformes,11 a 30 personas,CALLE,2 SUR,AVENIDA,19 ORIENTE,AVENIDA,17 ORIENTE,CALLE,4 SUR,1914,,,,,,COLONIA,EL CARMEN,,,,72530,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3760,020,2224092520,ARUIZ@GRUPOCHILIAN.COM,,Fijo,19.03720678,-98.2007074,2023-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315223,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6271620,21114313210000457000000000U3,INDUSTRIAS COBITEL,INDUSTRIAS COBITEL,313210,Fabricación de telas anchas de tejido de trama,251 y más personas,CALLE,D,CALLE,H,CALLE,F,CARRETERA,18 DE NOVIEMBRE (FEDERAL PUEBLA-TEHUACÁN),7,,,,,,PARQUE INDUSTRIAL,PUEBLA 2000,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL PUEBLA,7,72225,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1105,012,,CONTABILIDAD@COBITEL.COM.MX,WWW.COBITEL.COM.MX,Fijo,19.06673257,-98.15644739,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
11598435,21114315223001631000000000U3,INDUSTRIAS GARCIA,,315223,Confección en serie de uniformes,0 a 5 personas,CALLE,NARANJO,CALLE,JACARANDA,CALLE,ALAMO,CALLE,PIRUL,10,,,,,,COLONIA,RANCHO COLORADO,,,,72040,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3402,003,2213630886,,,Fijo,19.07898346,-98.21482878,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315223,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3325813,21074313210000056111000000U9,INDUSTRIAS MAQUIN,INDUSTRIAS MAQUIN,313230,Fabricación de telas no tejidas (comprimidas),251 y más personas,RETORNO,2 ESTEBAN DE ANTUÑANO,OTRO(ESPECIFIQUE),BARDA,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,8,,,,,,PARQUE INDUSTRIAL,CIUDAD TEXTIL DE PUEBLA,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL CIUDAD TEXTIL,SN,74160,21,PUEBLA,074,Huejotzingo,0098,Camino a Mextla,0097,800,,KRUIZJ@INDUSTRIASMAQUINSA.COM.MX,,Fijo,19.1613441,-98.39156164,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313230,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6377087,21143313210000017000000000U4,INDUSTRIAS MEDIASIST,INDUSTRIAS MEDIASIST,313210,Fabricación de telas anchas de tejido de trama,251 y más personas,OTRO(ESPECIFIQUE),REAL AL IZTACCIHUATL,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,,SN,,,,,COLONIA,EL CALVARIO,,,,74130,21,PUEBLA,143,San Salvador el Verde,0027,El Calvario,0024,800,,CASTILLOMANCILLAITZEL@GMAIL.COM,,Fijo,19.26112485,-98.50979348,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12269447,21114315229002721000000000U8,INDUSTRIAS NAKAD,INDUSTRIAS NAKAD,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,AVENIDA 28 PONIENTE,CALLE,5 NORTE,CALLE,7 NORTE,CALLE,30 PONIENTE,506,,,,,,BARRIO,EL REFUGIO,,,,72080,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3582,008,2222126234,INDUTRIASNAKAD@PRODIGY.NET.MX,WWW.INDUSTRIASNAKAD.COM,Fijo,19.05658327,-98.19601479,2026-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
8691868,21180315110000743010000000U7,INDUSTRIAS TEXTIL JHON SAM,INDUSTRIAS TEXTILES JHON SAM,315121,Fabricación de calcetines y medias de tejido de punto,11 a 30 personas,CALLE,CALLE DE BENITO JUAREZ,AVENIDA,AVENIDA DEL TRABAJO,CALLE,CONSTITUCION,CALLE,CALLE DE LA LIBERTAD,5,,,,,,LOCALIDAD,SAN MIGUEL TIANGUISTENCO,,,,74100,21,PUEBLA,180,Tlahuapan,0013,San Miguel Tianguistenco,0140,010,2223527945,TEXTIL.JS23@OUTLOOK.COM,,Fijo,19.29320024,-98.52795496,2019-11,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
9907331,21114314912000311000000000U2,INFLABLES DE LOCURA,,314912,Confección de productos de textiles recubiertos y de materiales sucedáneos,0 a 5 personas,CALLE,FRANCISCO SARABIA,CALLE,18 PONIENTE,AVENIDA,20 PONIENTE,CALLE,55 NORTE,1810,A,,,,,COLONIA,AQUILES SERDAN,,,,72140,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3332,016,2211699209,,,Fijo,19.07332269,-98.23074205,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314912,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6717636,21114313210000654102000000U5,INNOFA MEXICO,INNOFA MEXICO,313210,Fabricación de telas anchas de tejido de trama,101 a 250 personas,OTRO(ESPECIFIQUE),PARQUE INDUSTRIAL CHACHAPA KM 133+500,CARRETERA,NINGUNO,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,,KM 133+500,,,,,ZONA INDUSTRIAL,CHACHAPA,PARQUE INDUSTRIAL,ZONA INDUSTRIAL CHACHAPA,SN,72990,21,PUEBLA,015,Amozoc,0093,Chachapa [Parque Industrial],0058,003,,ELENAA@INNOFA.COM,,Fijo,19.06072153,-98.11229733,2016-01,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10605394,21140313240000022000000000U7,INSER SERVICIOS INTEGRALES DE MEXICO,,313240,Fabricación de telas de tejido de punto,6 a 10 personas,CALLE,PRIVADA 7 PONIENTE,CALLE,7 PONIENTE,AVENIDA,FERROCARRIL,AVENIDA,AYUNTAMIENTO,90,,,,,,COLONIA,CENTRO,,,,72700,21,PUEBLA,140,San Pedro Cholula,0014,Santiago Momoxpan,0446,041,2226648986,,,Fijo,19.08237914,-98.2765547,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313240,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3456229,21114313210000264000058282M3,INSERTEX,INSERTEX,313210,Fabricación de telas anchas de tejido de trama,31 a 50 personas,CALLE,TULIPAN,CALLE,TORONJA,AVENIDA,AVENIDA DEL TRÉBOL,CALLE,ENCINO,57,,,,,,COLONIA,JESUS GONZALEZ ORTEGA,,,,72040,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3402,007,,INSERTEX_OFICINA@HOTMAIL.COM,,Fijo,19.0794779,-98.21166367,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
9396400,21114313210000915001058282S0,INSERTEX,INSERTEX,313210,Fabricación de telas anchas de tejido de trama,11 a 30 personas,PRIVADA,NINGUNO,CALLE,35 NORTE,PRIVADA,NINGUNO,CIRCUITO,UNIDAD HABITACIONAL PROFESOR JORGE MURAD,3615,,,,,,COLONIA,NUEVA AURORA,,,,72070,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0126,001,,INSERTEX_OFICINA@HOTMAIL.COM,,Fijo,19.07256231,-98.20956119,2023-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12288334,21114313210001031000000000U5,INTIMA,GRUPO ZET INTERNACIONAL,313210,Fabricación de telas anchas de tejido de trama,0 a 5 personas,CALLE,11 NORTE,AVENIDA,52 PONIENTE,BOULEVARD,HEROES DEL 5 DE MAYO,CALLE,9 NORTE,5606,3,,,,,COLONIA,SANTA MARIA,,,,72080,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3525,001,5543428181,,,Fijo,19.0695539,-98.1935118,2026-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3351553,21114315192000304012000000U5,IPSA,INTERTEX,315123,Fabricación de ropa exterior de tejido de punto,31 a 50 personas,AVENIDA,MIGUEL HIDALGO,CALLE,42 NORTE,AVENIDA,MIGUEL HIDALGO,CALLE,42 NORTE,1606,,,,,,COLONIA,COLONIA 10 DE MAYO,,,,72327,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1389,055,,,,Fijo,19.0480307,-98.16456911,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315123,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
7597315,21114315225002871000000000U9,ISM TALLER DE DISEÑO Y CONFECCION,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,CALLE,7 NORTE,CALLE,46 PONIENTE,AVENIDA,44 PONIENTE,CALLE,5 NORTE,4406,,,,,,COLONIA,SANTA MARIA,,,,72080,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3578,015,2227751597,ALEXANDFRODIANE@GMAIL.COM,,Fijo,19.0637506,-98.19318228,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315225,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3365562,21114466211002923021000000U5,ITIPSA,INOVACIONES TECNOLOGICAS PARA IMPRESION Y PUBLICIDAD,315123,Fabricación de ropa exterior de tejido de punto,6 a 10 personas,CALLE,7 SUR,AVENIDA,49 PONIENTE,BOULEVARD,CARLOS CAMACHO ESPIRITU,AVENIDA,47 PONIENTE,4709,,,,,,COLONIA,PRADOS AGUA AZUL,,,,72430,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0732,028,,ITIPSAGERENCIA@HOTMAIL.COM,WWW.ITIPSA.COM,Fijo,19.02770884,-98.21445585,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315123,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
7827386,21114313112000283000000000U1,J RETTENMAIER MICROFIBERS,J RETENMAJER MICROFIBERS,313112,Preparación e hilado de fibras blandas naturales,11 a 30 personas,CARRETERA,CARRETERA A SAN PABLO DEL MONTE,CALLE,MARTIRES DE RIO BLANCO,AVENIDA,CARRETERA VIA CORTA A SANTA ANA,CALLE,MARTIRES DE RIO BLANCO,29,,,,,,COLONIA,SEDA MONSANTOS,,,,72016,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,4364,032,,,JRS.COM.MX,Fijo,19.09544058,-98.18647405,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3131,313112,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
9706371,21074315229002251000000000U2,JAVIER SANDOVAL CORDERO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,MAGNOLIA,CALLE,INDUSTRIA,CALLE,PROVIDENCIA,CALLE,DONATO GUERRA,7,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,002,2271161968,,,Fijo,19.21211572,-98.38189756,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6377130,21114339993000066010009564M3,JER MEX,JER MEX,313112,Preparación e hilado de fibras blandas naturales,101 a 250 personas,AVENIDA,14 ORIENTE,CALLE,32 NORTE BIS,CALLE,36 NORTE,AVENIDA,12 ORIENTE,3201,,,,,,COLONIA,AMERICA NORTE,,,,72340,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0520,012,,AMOLINA@JERMEX.COM,WWW.JERMEX.COM,Fijo,19.04325741,-98.17242693,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3131,313112,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10075201,21015313210000033000000000U1,JERGAS ROSALES,,313210,Fabricación de telas anchas de tejido de trama,11 a 30 personas,CALLE,NINGUNO,CALLE,ENCINOS,CALLE,5 DE MAYO,CALLE,GUADALUPE VICTORIA,1,,,,,,COLONIA,AMPLIACION SAN LORENZO,,,,72990,21,PUEBLA,015,Amozoc,0001,Amozoc de Mota,0166,037,2211556685,ROSALES_LORENZO@HOTMAIL.COM,,Fijo,19.05253409,-98.09642989,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12269327,21114314993000441000000000U7,JERMEX,JERMEX,314993,Fabricación de productos textiles reciclados,0 a 5 personas,AVENIDA,12 ORIENTE,CALLE,36 NORTE,CALLE,32 NORTE BIS,AVENIDA,14 ORIENTE,,SN,,,,,COLONIA,AGRICOLA RESURGIMIENTO,,,,72330,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0520,012,,AMOLINA@GERMEX.COM,,Fijo,19.04273323,-98.17105334,2026-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314993,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
10071394,21114313310000241000000000U9,JRO GRUPO TEXTIL,JRO GRUPO TEXTIL,313310,Acabado de productos textiles,0 a 5 personas,AVENIDA,JUAREZ,CALLE,21 SUR,CALLE,23 SUR,AVENIDA,5 PONIENTE,2108,,,14,,,COLONIA,SAN MATIAS,EDIFICIO COMERCIAL Y DE SERVICIOS,INMOBILIARIA SAGRA SA DE CV,302,72090,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0380,013,,,,Fijo,19.05007194,-98.21492835,2024-11,True,True,True,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12269443,21140315229000333000000000U9,JUSA TERMINADOS,JUSA TERMINADOS,315229,Confección en serie de otra ropa exterior de materiales textiles,11 a 30 personas,CALLE,DOROTEO ARANGO,CALLE,TORREON,PRIVADA,NINGUNO,AVENIDA,FORJADORES DE PUEBLA,85,A,,,,A,COLONIA,AMPLIACION MOMOXPAN,,,,72760,21,PUEBLA,140,San Pedro Cholula,0014,Santiago Momoxpan,0287,031,2223481509,JUSATERMINADOS@HOTMAIL.COM,,Fijo,19.07846611,-98.26610725,2026-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3264223,21132314991000081000000000U7,KARLA PUBLICIDAD Y BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,INDEPENDENCIA NORTE,BOULEVARD,LICENCIADO B. G. PEREZ DE A.,AVENIDA,FLORENCIO ESPINOSA ORIENTE,CALLE,GUADALUPE VICTORIA NORTE,116,B,,,,,COLONIA,CENTRO,,,,74000,21,PUEBLA,132,San Martín Texmelucan,0001,San Martín Texmelucan de Labastida,0020,002,2484841908,KARLA_PUBLICIDAD@HOTMAIL.COM,,Fijo,19.28439587,-98.4348262,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
3340257,21114315229001546000059604S0,KD COMPANY,KD COMPANY,315229,Confección en serie de otra ropa exterior de materiales textiles,101 a 250 personas,CALLE,RICARDO FLORES MAGON,OTRO(ESPECIFIQUE),NINGUNO,CALLE,RICARDO FLORES MAGÓN,CALLE,TOPOLLA,98,,,,,BODEGA 13,PARQUE INDUSTRIAL,SAN JERONIMO,PARQUE INDUSTRIAL,SAN JERONIMO,BODEGA 13,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1603,065,,CECYH@KDCOMPANY.COM.MX,,Fijo,19.09343302,-98.20922555,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6700364,21114332710003423000000000U2,KD GARMENT,KD GARMENT,315229,Confección en serie de otra ropa exterior de materiales textiles,251 y más personas,CALLE,FRANCISCO I. MADERO,AVENIDA,CARRETERA VÍA CORTA A SANTA ANA,CALLE,MIGUEL HIDALGO,CALLE,NIÑOS HÉROES,9,,,,,,COLONIA,SAN JOSE EL CONDE,,,,72015,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5451,046,2224654525,KD.GARMENT07@GMAIL.COM,,Fijo,19.10842561,-98.18064931,2016-01,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
6711463,21180432119000011021024754S8,KE NAL HOSIERY,KE-NAL HOSIERY,315121,Fabricación de calcetines y medias de tejido de punto,11 a 30 personas,AVENIDA,AVENIDA DEL TRABAJO (CARRETERA FEDERAL PUEBLA-TEZIUTLAN KM 17),CALLE,22 DE MAYO,CALLE,FLORIDA,OTRO(ESPECIFIQUE),NINGUNO,72,,EDIFICIO SIN NOMBRE,1,,,PUEBLO,SANTA MARIA IXTAPALUCAN,,,,74108,21,PUEBLA,180,Tlahuapan,0001,Santa Rita Tlahuapan,0085,029,,CONTACTO@KENALHOSIERY.COM.MX,WWW.KENALHOSIERY.COM.MX,Fijo,19.33591232,-98.58776784,2016-01,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315121,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
12288315,21114313112000414000000000U2,KEYTRADE,KEYTRADE,313112,Preparación e hilado de fibras blandas naturales,31 a 50 personas,CALLE,JOSE MARIA MORELOS,AVENIDA,CENTRAL,AVENIDA,PRINCIPAL,AVENIDA,LA ANTIGUA CEMENTERA,77,,,,,,COLONIA,SAN FELIPE HUEYOTILPAN,,,,72030,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,2550,075,,,,Fijo,19.0816302,-98.21794409,2026-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3131,313112,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes"
